# kml2gmt: KML read from ../../../data/DEM/south_island/gnsNZL_GNS_250K_faults.kml
# gns:NZL_GNS_250K_faults
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2024"
169.711002859	-44.5346073541
169.71125125	-44.5348395902
169.711310676	-44.5354132259
169.711314042	-44.5370526015
169.710994664	-44.5383810683
169.710908553	-44.5394774786
169.963598007	-44.5218662939
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20ef"
169.977256316	-44.4992516188
169.97640605	-44.5000714832
169.974611928	-44.5014475768
169.97279341	-44.5034849459
169.971580503	-44.5047501008
169.970320119	-44.5062661698
169.969105951	-44.5075537828
169.96786851	-44.5089263316
169.966536732	-44.5108502666
169.965653673	-44.5132272362
169.964803155	-44.5148440461
169.964002318	-44.5167188233
169.964020252	-44.5179666238
169.963945943	-44.5197253484
169.963668615	-44.5208393267
169.963545306	-44.5226327905
169.963986589	-44.5242789419
169.963862175	-44.5265857174
169.96374913	-44.528424479
169.964047367	-44.5306522679
169.963938926	-44.5324010896
169.964049258	-44.534795067
169.964747185	-44.5367181122
169.964941138	-44.5390782524
169.96555234	-44.5410980839
169.966362737	-44.542794407
169.966998335	-44.5449544582
169.967447782	-44.5467538989
169.968007838	-44.5475610734
169.968454255	-44.5483742786
168.662157625	-44.4964119015
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f0"
168.666220863	-44.5073602623
168.666147333	-44.5072042863
168.665320688	-44.5055599713
168.664663765	-44.5043050604
168.664155633	-44.5022266414
168.663135388	-44.4995791698
168.662268575	-44.4968158045
168.661461841	-44.4938789553
168.660507095	-44.4914997711
168.6601168	-44.489790757
168.659702724	-44.485926939
168.65975885	-44.4850368548
169.505288478	-44.533630775
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f1"
169.514540918	-44.5289069203
169.513642834	-44.5294022935
169.511665822	-44.5305226812
169.510464811	-44.5311890466
169.505763288	-44.5333935786
169.504352069	-44.5340985678
169.502511313	-44.5347725279
169.500813274	-44.5354282602
169.499234462	-44.5359839876
169.496890404	-44.5364354316
169.495422018	-44.5367737586
169.68167094	-44.5395771232
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f2"
169.683922125	-44.5360771331
169.683254896	-44.5370848222
169.681680149	-44.5395661747
169.679915843	-44.5416637684
169.678874905	-44.5426517038
169.710350253	-44.5419466163
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f3"
169.710908553	-44.5394774786
169.710876136	-44.5398908806
169.710384681	-44.5418224296
169.710120829	-44.5427741776
169.709943375	-44.543417639
169.709548475	-44.5443476462
168.754210441	-44.5109786742
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f4"
168.755283724	-44.5132896825
168.754674866	-44.512388589
168.754168533	-44.510851449
168.753551202	-44.509107448
168.753374382	-44.5085467071
168.729399716	-44.5090862387
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f5"
168.730187378	-44.5128883663
168.72985997	-44.5116280883
168.729549567	-44.5098727935
168.729285014	-44.5084841752
168.729452787	-44.5071251218
168.730112978	-44.5056176273
168.730299014	-44.5054397907
169.963284732	-44.5457090964
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f6"
169.961807483	-44.5374471144
169.961703776	-44.5386106699
169.961658172	-44.5406673403
169.962023834	-44.542500636
169.962842301	-44.5448366212
169.963886008	-44.5468948106
169.965373396	-44.5482216135
169.9663303	-44.5495795422
169.967230877	-44.5511161066
169.96856521	-44.5522992659
169.677819931	-44.5436640333
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f7"
169.678874905	-44.5426517038
169.678492451	-44.5430145228
169.677034275	-44.5444228086
169.676773921	-44.5446855464
169.702803057	-44.5393319972
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f8"
169.69549691	-44.5485048354
169.697271771	-44.5461551145
169.698682296	-44.5444074573
169.700334521	-44.542558592
169.70139275	-44.5411971701
169.702469765	-44.5397236867
169.704026184	-44.5378945614
169.705684791	-44.5363205243
169.708966835	-44.5325544012
169.710802885	-44.5312375408
169.71104017	-44.5310461314
169.970874282	-44.5544898036
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20f9"
169.96856521	-44.5522992659
169.969480674	-44.5533003459
169.970638305	-44.554307746
169.971677385	-44.5551094033
169.972486455	-44.5557294285
169.973493501	-44.5562960776
169.694592534	-44.5496186122
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20fa"
169.693721144	-44.5507554281
169.693863614	-44.5505163067
169.69549691	-44.5485048354
169.707633163	-44.5482696249
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20fb"
169.709548475	-44.5443476462
169.709204074	-44.5451619968
169.708320756	-44.5469472898
169.707439244	-44.5486425581
169.705977947	-44.5508527361
169.705156871	-44.5518561673
168.668503518	-44.5129834898
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20fc"
168.670535744	-44.518688706
168.669678072	-44.5170342528
168.669177101	-44.5155824746
168.668843904	-44.5144614451
168.668442958	-44.512720536
168.667939741	-44.5110433635
168.667305837	-44.5096451457
168.666220863	-44.5073602623
169.522379907	-44.5377139276
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20fd"
169.527714113	-44.5480217301
169.527505733	-44.5477092053
169.527315979	-44.5473476964
169.52719691	-44.5465334138
169.527102676	-44.545832475
169.52688696	-44.5450017769
169.526383487	-44.5439237249
169.525977263	-44.5427450019
169.525399628	-44.5418043377
169.524621336	-44.5404207564
169.523921986	-44.539408865
169.523252416	-44.5385870294
169.522950536	-44.5383662651
169.522572288	-44.5379450293
169.521772398	-44.5369841453
169.52070492	-44.5359161143
169.520366472	-44.5355681312
169.519808685	-44.5349883462
169.519544683	-44.5345525227
169.519128143	-44.5338733957
169.518521458	-44.5332155638
169.51615617	-44.5309328562
169.515184656	-44.529628949
169.514540918	-44.5289069203
168.729454506	-44.5195258539
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20fe"
168.728204585	-44.5261206355
168.728398543	-44.5252266588
168.728781463	-44.5234204961
168.729165418	-44.5212088422
168.729326572	-44.5201153888
168.729515723	-44.5192437624
168.729963328	-44.5174129634
168.730173732	-44.5157265616
168.730248862	-44.5141252578
168.730187378	-44.5128883663
169.670056693	-44.5512767726
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_20ff"
169.676773921	-44.5446855464
169.676683739	-44.5447775316
169.67585952	-44.5456050336
169.674085217	-44.5478733959
169.672191697	-44.5496834423
169.670345839	-44.5511480546
169.668711442	-44.5518756329
169.66732354	-44.5531462172
169.665475643	-44.5553132605
169.664496397	-44.5570414462
169.663799632	-44.558115738
169.928637505	-44.5521018455
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2100"
169.949518751	-44.567343947
169.946823078	-44.5666650828
169.946050112	-44.5664465916
169.945050363	-44.5662896643
169.943093135	-44.5658282983
169.941332376	-44.5655882264
169.939160294	-44.5652021767
169.937193209	-44.5643847081
169.935593706	-44.5638290913
169.934043245	-44.5627523968
169.932969012	-44.5617243055
169.932217925	-44.5606597256
169.931697486	-44.5595201911
169.931506565	-44.5579165585
169.930874121	-44.556508374
169.93062558	-44.5551058495
169.930330113	-44.5541839065
169.929543423	-44.5528977118
169.928465254	-44.5519505205
169.927331463	-44.5508622485
169.925966769	-44.5499164401
169.924214909	-44.5489693445
169.922653735	-44.5480497998
169.921017343	-44.5473668963
169.917885995	-44.5467342754
169.91527446	-44.5459758108
169.912640712	-44.5453427791
169.911185183	-44.5448176531
169.909809688	-44.5442676238
169.908557816	-44.5432795725
169.907453519	-44.5419982412
169.906305636	-44.5406481872
169.905076304	-44.5392914411
169.904180334	-44.5387856697
169.572953493	-44.5464960471
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2101"
169.562002709	-44.5568288748
169.562462746	-44.5564462101
169.563013948	-44.5560122065
169.563892088	-44.5553717295
169.564629252	-44.5547180515
169.565578221	-44.5533455415
169.565680896	-44.5532044677
169.565885983	-44.5529268157
169.566312665	-44.5524125355
169.566891844	-44.5520378954
169.567803857	-44.5510290825
169.568706981	-44.5502271755
169.56996289	-44.5491519842
169.570770937	-44.5486309834
169.57162396	-44.5478771119
169.572756072	-44.5466541005
169.574654783	-44.545134016
169.576115216	-44.5437855841
169.577317046	-44.5424429933
169.577978932	-44.5416699102
169.578087799	-44.5414209183
169.578843559	-44.5396777861
169.579148031	-44.5380609187
169.579019663	-44.5367420092
169.578881449	-44.5363010507
169.578347715	-44.5351322831
169.577749062	-44.5339976214
169.624529246	-44.5418793818
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2102"
169.624795445	-44.5603398309
169.624466942	-44.5595285898
169.624170532	-44.5583760028
169.624200944	-44.5577328615
169.624638237	-44.5566377107
169.625019437	-44.5557525959
169.625810568	-44.5545821926
169.625777962	-44.5542704867
169.62473859	-44.552285563
169.623698133	-44.5513139285
169.623209234	-44.5501692294
169.623395372	-44.5489496555
169.62473904	-44.5483043059
169.625959495	-44.5458989051
169.626487306	-44.5445947157
169.625864207	-44.5435947352
169.6244942	-44.5418343489
169.623111435	-44.5409608012
169.622223677	-44.5404619895
169.621764969	-44.5397279988
169.621483145	-44.5385983427
169.621400253	-44.5373483929
169.621241265	-44.5366591839
169.619324634	-44.5346080275
169.617576065	-44.5330886858
169.617439716	-44.5329405786
169.616707899	-44.5321400263
169.616397782	-44.5316175282
169.615707088	-44.5300435304
169.6156669	-44.5289299332
169.61561797	-44.5279692068
169.615553611	-44.5272782524
169.614652755	-44.5257476349
169.614245073	-44.5252808211
169.6137416	-44.5243428117
169.662268412	-44.560725756
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2103"
169.663799632	-44.558115738
169.663702968	-44.558266074
169.662765364	-44.5597567562
169.66218498	-44.560888439
169.661316884	-44.5623180652
169.660760899	-44.5633513664
168.665285285	-44.5252639619
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2104"
168.656162115	-44.5302366312
168.65670292	-44.52986502
168.657633056	-44.5292963164
168.658857471	-44.5284097672
168.660812712	-44.5270505995
168.662802362	-44.526206388
168.66517594	-44.5253225373
168.669034762	-44.5232553999
168.670467322	-44.52283168
168.671591629	-44.5201748736
168.67060434	-44.5188264685
168.670535744	-44.518688706
169.689387833	-44.558686732
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2105"
169.682421963	-44.5646363125
169.684719173	-44.5628196433
169.685857735	-44.5617804018
169.686821169	-44.5607181229
169.68869534	-44.5593081008
169.690383148	-44.557793643
169.691178516	-44.5561860989
169.691923046	-44.555036459
169.692389214	-44.5536266612
169.692700306	-44.5524556219
169.693721144	-44.5507554281
169.533750129	-44.5537707473
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2106"
169.538393043	-44.560817708
169.537915348	-44.559992709
169.537543021	-44.5590897918
169.536931588	-44.5578599368
169.53636072	-44.5568519836
169.535627965	-44.555812154
169.534685363	-44.5548065659
169.533898651	-44.5538822079
169.532773441	-44.5530377731
169.53187968	-44.552650659
169.530455094	-44.5517566851
169.52991097	-44.5511008016
169.529254068	-44.5501667911
169.528758447	-44.5494898374
169.527714113	-44.5480217301
170.04507015	-44.5412283574
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2107"
170.073283111	-44.5755715852
170.072307814	-44.5750381729
170.071128148	-44.5738602034
170.069850742	-44.5721754439
170.068305146	-44.5709476755
170.066933964	-44.5692515038
170.06573319	-44.5676136562
170.06439484	-44.565639108
170.063064811	-44.5640069624
170.061713237	-44.56223917
170.060540946	-44.56149353
170.059087238	-44.5595655169
170.057319276	-44.5580707835
170.055280188	-44.5562674501
170.054365819	-44.5549609365
170.053380089	-44.5537606684
170.05214645	-44.5526711627
170.051680148	-44.5516641907
170.051343276	-44.5508406191
170.050761565	-44.5498757361
170.049876156	-44.5486239502
170.049265509	-44.5476087911
170.048425584	-44.5466463291
170.047427044	-44.5451394839
170.046608022	-44.5438218162
170.045777581	-44.5424813364
170.045195365	-44.5414668754
170.044720974	-44.5405632267
170.04389356	-44.5394164288
170.043415374	-44.5383370665
170.042921034	-44.5372032555
170.042674839	-44.5360172347
170.042139209	-44.5347652923
170.04181603	-44.5337349036
170.041337268	-44.532921182
170.040763969	-44.5315421903
170.039884664	-44.5301778957
170.039744543	-44.5293277837
170.038920754	-44.5283656505
170.038316347	-44.5272335048
170.037553697	-44.5253003071
170.036310214	-44.5233548092
170.035091003	-44.5223104869
170.034467152	-44.5218847673
170.03192074	-44.5174923369
170.031474832	-44.5164047317
170.030605841	-44.5150946498
170.029649517	-44.5141470541
170.028826978	-44.5133559773
170.02678001	-44.5126370512
170.025097174	-44.5118734012
170.023138149	-44.5108459657
170.021393544	-44.5098104981
170.020713669	-44.5091265915
170.019729899	-44.5084798934
170.018411832	-44.5075363988
170.018299415	-44.5074569567
170.083180568	-44.5759238579
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2108"
170.093004963	-44.5770938974
170.091560997	-44.5768641045
170.089945558	-44.5765984747
170.087295883	-44.5764194372
170.084390982	-44.5759862763
170.08132454	-44.5758281467
170.079465745	-44.5757723768
170.07867005	-44.5757478463
170.075776701	-44.5756569624
170.073283111	-44.5755715852
169.990704252	-44.5663292307
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2109"
169.973493501	-44.5562960776
169.974583842	-44.557328695
169.976148067	-44.5587023766
169.977741623	-44.5593788428
169.978952422	-44.5602749632
169.980496399	-44.5611842497
169.982410381	-44.5623733198
169.983845999	-44.5630005562
169.984911836	-44.5636541825
169.986474005	-44.5642711658
169.988363145	-44.5650857419
169.98928576	-44.5657085876
169.990894016	-44.5664122594
169.992644079	-44.5671150821
169.994256784	-44.5679809243
169.996017419	-44.5687875336
169.997791147	-44.5698961473
169.999467844	-44.5710562559
170.001214346	-44.5720830562
170.002408904	-44.5730010041
170.004075283	-44.5740572067
170.005529733	-44.5748827685
170.006779238	-44.5754013295
170.0082564	-44.5759032338
170.198640253	-44.5760278154
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_210a"
170.189909189	-44.5810649585
170.191260462	-44.5804672984
170.193331593	-44.5792341607
170.194759285	-44.5780845008
170.196125743	-44.577162973
170.199051188	-44.5758423018
170.201028671	-44.5745842608
170.202508303	-44.5730620558
170.203490647	-44.5718655443
170.204667728	-44.570345032
170.205471046	-44.5688020064
170.188615434	-44.581808834
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_210b"
170.187255732	-44.5824190096
170.188338667	-44.5819679682
170.189909189	-44.5810649585
169.697799349	-44.5606136607
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_210c"
169.705156871	-44.5518561673
169.70441359	-44.5527627309
169.70325294	-44.5539816565
169.702942405	-44.5544681986
169.702251667	-44.5555608911
169.700987675	-44.5568804328
169.699755512	-44.558588173
169.698323133	-44.5601010425
169.696963863	-44.5614313371
169.695966091	-44.5632808356
169.695199914	-44.5645920109
169.694312474	-44.5663815976
169.693512508	-44.5677323302
169.692883457	-44.5688987922
169.691844151	-44.5703597692
170.076794583	-44.5788035339
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_210d"
170.080030109	-44.5822840135
170.078553868	-44.5809815969
170.077441367	-44.5794586804
170.076037311	-44.5780364713
170.074625518	-44.5767086054
170.073283111	-44.5755715852
170.178706014	-44.5849711459
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_210e"
170.169788035	-44.5859343149
170.17137312	-44.5859234082
170.173969598	-44.5856444322
170.176794808	-44.5852583955
170.179218874	-44.5848940644
170.181573627	-44.5845955383
170.183971318	-44.5835911106
170.185535546	-44.5830887294
170.187255732	-44.5824190096
170.141260852	-44.564554743
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_210f"
170.117867255	-44.5382661007
170.11830436	-44.5398303859
170.118497048	-44.5406591631
170.118945108	-44.5419985827
170.119782545	-44.5432936366
170.120496349	-44.5448017425
170.121794042	-44.5464098817
170.122928747	-44.5475501874
170.124299077	-44.54928617
170.12533793	-44.550392554
170.127089438	-44.5521919744
170.128237689	-44.5533820853
170.129445618	-44.5546411993
170.130909859	-44.5558751185
170.133032956	-44.5573549323
170.13432369	-44.5588591771
170.135450743	-44.5601027149
170.136857337	-44.5612315664
170.139286306	-44.5627097942
170.141335369	-44.5646243686
170.142114809	-44.5653099514
170.143742627	-44.5667548376
170.145156612	-44.5680638633
170.146429023	-44.5695675035
170.14744251	-44.5706280127
170.149982124	-44.5726355157
170.151456662	-44.5737388223
170.152698424	-44.5747058243
170.15448894	-44.576118511
170.156756369	-44.5776374019
170.158870175	-44.5784861049
170.160362699	-44.5795492042
170.162207206	-44.5803012041
170.164202873	-44.5815161255
170.165819106	-44.582960384
170.167769075	-44.5846739054
170.169788035	-44.5859343149
170.20125002	-44.5837999802
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2110"
170.195235585	-44.58666425
170.195985761	-44.5863221643
170.198520991	-44.5851361546
170.201255482	-44.5837973062
170.203407675	-44.5834484279
170.20564795	-44.5826333718
170.207437709	-44.5815508011
170.170952749	-44.586712362
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2111"
170.169788035	-44.5859343149
170.172117462	-44.5874904091
169.558051164	-44.5639928925
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2112"
169.556518516	-44.5720914138
169.556789493	-44.5717661943
169.55713883	-44.5715018562
169.557278493	-44.5709430318
169.557457981	-44.5702412694
169.557568001	-44.5691636207
169.557584764	-44.5689839657
169.557615134	-44.5683543312
169.557632907	-44.5673459989
169.557685544	-44.5666044308
169.557716962	-44.5660108582
169.557894597	-44.5653405671
169.557920266	-44.5651161386
169.557981554	-44.5645504778
169.558058299	-44.5639357345
169.558185074	-44.5630027068
169.558549733	-44.5615002644
169.559135782	-44.5599818879
169.560266793	-44.5584617011
169.561010052	-44.5577046372
169.561797315	-44.5570029232
169.562002709	-44.5568288748
